rank,youtuber,subscribers,videoviews,impression,videocount,category,started,uploadpermonth,region
620,à¸Šà¹ˆà¸­à¸‡8 : Thai Ch8,14100000,5221155648,7988368141,20582,Entertainment,1/20/2011,126,Europe
621,Daily Dose Of Internet,14100000,4265711762,8190166583,396,Entertainment,8/8/2015,4,Europe
622,Invento na Hora,14100000,3851507257,7163803498,1189,Film & Animation,12/2/2014,10,Europe
623,#Refugio Mental,14100000,3410001605,5933402793,688,Entertainment,12/9/2013,5,Europe
624,Anasala I Ø£Ù†Ø³ Ùˆ Ø£ØµØ§Ù„Ø©,14100000,3068619934,5124595290,407,Entertainment,12/11/2017,5,Europe
625,ÐœÐ°ÑÑ‚ÐµÑ€ÑÐºÐ°Ñ ÐÐ°ÑÑ‚Ñ€Ð¾ÐµÐ½Ð¸Ñ,14000000,3636809960,5818895936,891,Entertainment,12/17/2013,7,Europe
626,Aphmau,14000000,13364784369,21116359303,3996,Gaming,10/25/2012,28,Asia
627,O Canal do JoÃ£ozinho - Little Angel PortuguÃªs,14000000,7752154061,11318144929,649,Entertainment,5/23/2018,9,Asia
628,Ð¢Ñ€ÑƒÐ¼ Ð¢Ñ€ÑƒÐ¼,14000000,6272005457,7777286767,1987,Howto & Style,1/5/2015,17,Asia
629,AM3NlC,14000000,4816638383,8910781009,5446,Gaming,9/5/2012,38,Asia
630,F2Freestylers - Ultimate Soccer Skills Channel,14000000,3152582636,5170235523,777,Sports,7/12/2011,5,Asia
631,A2 Motivation by {Arvind Arora},13900000,8013016996,11218223794,2340,Entertainment,7/16/2017,28,Asia
632,Taarak Mehta Ka Ooltah Chashmah,13900000,8048210407,15613528190,2519,Entertainment,11/19/2014,22,Europe
633,EdisonPts,13900000,5606959168,9027204260,3490,Gaming,9/28/2013,27,Europe
634,UFC - Ultimate Fighting Championship,13900000,5422335319,7753939506,12258,Sports,9/28/2006,57,Asia
635,Kuplinov â–º Play,13900000,5778034318,10053779713,6400,Gaming,6/23/2012,44,Europe
636,CoryxKenshin,13900000,5816295650,11458102431,1628,Gaming,2/24/2009,9,Asia
637,DM - Desi Melodies,13900000,5056080182,5763931407,45,Music,12/8/2017,1,Asia
638,Bie The Ska,13900000,4427609230,7305555230,1349,Entertainment,12/2/2006,6,Asia
639,Saad Lamjarred | Ø³Ø¹Ø¯ Ù„Ù…Ø¬Ø±Ø¯,13900000,3931202248,5542995170,156,Music,11/8/2012,1,Europe
640,Doc Tops,13900000,2469411668,3037376352,437,Entertainment,12/20/2014,4,Europe
641,Mis Pastelitos,13900000,2382268150,4526309485,534,Howto & Style,9/1/2014,4,Asia
642,NikkieTutorials,13900000,1562768226,2969259629,852,Howto & Style,5/13/2008,4,Europe
643,FC Barcelona,13800000,2203376862,2864389921,9960,Sports,1/15/2006,44,Europe
644,Blippi EspaÃ±ol,13800000,7685405847,12757773706,408,People & Blogs,7/10/2017,5,Asia
645,Daniel LaBelle,13800000,7013383323,7995256988,224,Comedy,2/16/2009,1,Europe
646,melanie martinez,13800000,3835968267,6060829862,96,Music,1/6/2007,0,Europe
647,Rosanna Pansino,13800000,4057054946,6085582419,1007,Howto & Style,5/24/2010,6,Asia
648,Auron,13800000,2583408205,4624300687,694,People & Blogs,7/16/2013,5,Asia
649,NOBRU,13700000,225191097,310763714,344,Gaming,3/13/2016,3,Europe
650,Mazhavil Manorama,13700000,13822177908,15342617478,70454,Entertainment,5/7/2011,441,Asia
651,MNCTV OFFICIAL,13700000,7394853164,12645198910,54722,Entertainment,11/8/2012,387,Europe
652,ADEL et SAMI,13700000,5660289473,10471535525,362,Entertainment,10/8/2018,5,Asia
653,NichLmao,13700000,7269291992,13230111425,562,People & Blogs,2/20/2018,7,Asia
654,Hongyu ASMR í™ìœ,13700000,4285457943,5913931961,515,People & Blogs,4/19/2018,7,Asia
655,Dang Matt Smith,13700000,3101895284,3877369105,1372,Entertainment,10/11/2011,9,Asia
656,Darkar Company Studios,13700000,2201167967,4006125700,164,Film & Animation,11/12/2009,1,Europe
657,MAIKI021,13700000,1893820151,2992235839,2919,Entertainment,10/24/2008,15,Europe
658,Wengie,13700000,1882235841,3011577346,373,Howto & Style,11/6/2010,2,Asia
659,GMM25Thailand,13600000,8727207691,13352627767,53533,Entertainment,12/16/2011,351,Asia
660,50 Cent,13600000,8649139354,15827925018,417,Music,2/15/2007,2,Europe
661,Lyna,13600000,5801199256,7541559033,4452,Gaming,9/10/2014,37,Europe
662,TazerCraft,13600000,5325454303,9639072288,3977,Gaming,5/8/2011,25,Asia
663,CrashCourse,13600000,1699669363,1920626380,1436,Education,1/14/2006,6,Europe
664,Zig & Sharko,13500000,8306091825,15864635386,826,Film & Animation,12/6/2015,8,Asia
665,5-Minute Crafts Recycle,13500000,7508843409,11713795718,2770,People & Blogs,12/21/2019,51,Asia
666,Aadishakti Films,13500000,5860777243,7325971554,4599,Music,12/12/2016,50,Europe
667,infobells,13500000,4977566807,9955133614,463,Education,9/26/2011,3,Asia
668,The World Adventures à¤¹à¤¿à¤¨à¥à¤¦à¥€,13500000,2116009610,3068213935,854,People & Blogs,1/30/2016,8,Europe
669,PlayHard,13500000,1926532344,3795268718,2138,Gaming,6/4/2014,17,Asia
670,Neha Kakkar,13500000,1792757553,2760846632,122,Music,7/4/2012,1,Europe
671,ZEE5,13400000,15778544226,18618682187,69731,Entertainment,4/8/2018,924,Europe
672,Jake Fellman,13400000,10047123955,17582466921,352,Entertainment,10/3/2012,2,Europe
673,ABC News,13400000,11589784991,14023639839,71206,News & Politics,7/6/2006,326,Europe
674,Gallina Pintadita,13400000,9054727117,15755225184,59,Music,6/4/2011,0,Asia
675,Telemundo,13400000,7855326888,12882736096,18325,Entertainment,4/3/2007,87,Asia
676,Wesley SafadÃ£o,13400000,7301307830,8615543239,371,Music,6/29/2009,2,Europe
677,AzzyLand,13400000,6045422126,10337671835,1620,Gaming,6/9/2015,15,Europe
678,FAPTV,13400000,4975821188,7712522841,595,Comedy,12/22/2014,5,Asia
679,TV Ana Emilia,13400000,4344884807,6647673755,493,People & Blogs,5/22/2014,4,Europe
680,Harry Styles,13400000,4427208053,8544511542,13,People & Blogs,3/21/2017,0,Europe
681,Lindsey Stirling,13400000,3533680308,4982489234,172,Music,11/16/2007,1,Europe
682,Kurt Hugo Schneider,13400000,3659613327,4611112792,681,Entertainment,9/5/2007,3,Europe
683,Narins Beauty,13400000,2046344368,2353296023,406,Howto & Style,6/12/2014,3,Asia
684,Kim Loaiza,13400000,1092248349,1245163118,12,Music,11/21/2019,0,Europe
685,YOLO,13400000,638326662,861740994,117,Comedy,1/5/2015,1,Europe
686,jbalvinVEVO,13300000,19691312985,32687579555,235,Music,10/11/2010,1,Europe
687,Atlantic Records,13300000,11695828552,18479409112,1421,Music,3/23/2006,6,Europe
688,Wish 107.5,13300000,5259245361,6521464248,1552,Music,10/12/2014,13,Europe
689,H2ODelirious,13300000,4229571870,7021089304,3027,Gaming,3/22/2007,14,Asia
691,MyMissAnand,13200000,4522774674,5789151583,275,People & Blogs,12/14/2014,2,Europe
692,PrestonPlayz,13200000,4655009420,5446361021,694,Gaming,1/2/2018,9,Asia
693,123 GO! Spanish,13200000,4639173668,9092780389,340,People & Blogs,2/9/2019,5,Europe
694,Anaysa,13200000,3173575287,4030440614,490,Howto & Style,9/4/2012,3,Europe
695,JD Pantoja,13200000,1380896972,2264671034,16,People & Blogs,9/22/2017,0,Europe
696,ETV Jabardasth,13100000,12102023764,13917327329,7805,People & Blogs,7/14/2015,72,Asia
697,theRadBrad,13100000,5791129136,7644290460,7672,Gaming,12/4/2006,36,Asia
698,SRK MUSIC,13100000,5680652976,6873590101,4895,Music,4/8/2012,33,Europe
699,The LaBrant Fam,13100000,4606244054,8613676381,586,Comedy,8/27/2012,4,Europe
701,MSA previously My Story Animated,13100000,5149512811,8239220498,838,Film & Animation,8/15/2019,14,Europe
702,The Q,13100000,4064473466,6096710199,276,People & Blogs,9/28/2017,3,Europe
703,Desi Gamers,13100000,1938724616,3334606340,1223,Gaming,4/17/2015,11,Europe
704,Matheus Yurley,13100000,741066278,1445079242,238,Entertainment,9/5/2015,2,Asia
705,Calon Sarjana,13000000,10664585,17916503,29,Entertainment,8/30/2016,0,Asia
706,Saturday Night Live,13000000,13581231885,24446217393,7996,Entertainment,3/19/2013,58,Europe
707,EnriqueIglesiasVEVO,13000000,14773705750,24376614488,137,Music,10/22/2009,1,Asia
708,ÐŸÐ¾Ð·Ð·Ð¸,13000000,6244275339,9553741269,3000,People & Blogs,6/21/2012,21,Asia
709,The MriDul,13000000,3545774062,6843343940,96,Comedy,9/4/2015,1,Asia
710,Conor Maynard,13000000,2581452824,3330074143,282,Music,5/27/2006,1,Asia
711,DALLMYD,13000000,1738311790,2624850803,616,Sports,4/30/2011,4,Europe
712,Ð“Ð›Ð•ÐÐ¢,13000000,926279238,1704353798,221,People & Blogs,1/20/2019,3,Europe
713,Coke Studio,12900000,3274234309,3634400083,529,Music,6/1/2014,4,Europe
714,BeyoncÃ©VEVO,12900000,13130570880,25473307507,167,Music,10/17/2009,1,Europe
715,O Reino Infantil,12900000,9539435945,16789407263,1055,Music,10/25/2014,9,Asia
716,twenty one pilots,12900000,4621224472,5637893856,173,Music,2/13/2009,1,Asia
717,Gulshan Kalra,12900000,6130500064,7969650083,339,Howto & Style,12/24/2018,5,Asia
718,How Ridiculous,12900000,5543670656,7483955386,390,Sports,1/1/2009,2,Asia
719,Matt Steffanina,12900000,2970575636,4188511647,486,Entertainment,11/6/2011,3,Asia
720,The Shiny Peanut,12900000,2839759455,5651121315,2331,Education,6/29/2016,24,Asia
721,NishaMadhulika,12900000,2639885987,4962985656,1931,Howto & Style,4/26/2009,10,Europe
722,ATHLEAN-Xâ„¢,12900000,2162786560,4239061658,1296,Howto & Style,5/15/2006,6,Europe
723,O Que NÃ£o Dizer Oficial,12900000,1636814649,2569798999,511,Comedy,2/18/2015,4,Europe
724,Alex Gonzaga Official,12900000,1300528162,2471003508,238,People & Blogs,11/13/2017,3,Asia
725,Everson Zoio,12900000,990362305,1366699981,587,Comedy,6/2/2009,3,Asia
726,Infobells Bangla,12800000,6165983944,11222090778,284,Education,5/3/2016,3,Europe
727,SMOL,12800000,13067020729,23651307519,1960,People & Blogs,7/24/2021,55,Europe
728,RedeTV,12800000,8366717082,9621724644,36800,Entertainment,5/21/2011,231,Europe
729,Crazy Frog,12800000,6887508307,7851759470,33,Music,8/16/2009,0,Europe
730,MrSuicideSheep,12800000,6722961376,11899641636,3212,Entertainment,11/11/2010,19,Asia
731,T-Series Hamaar Bhojpuri,12800000,6334967135,10706094458,9347,Entertainment,6/22/2011,59,Asia
732,Ray William Johnson,12800000,6682031898,13163602839,1354,Entertainment,9/4/2008,7,Europe
733,Zee Telugu,12800000,6224195587,10332164674,86735,Entertainment,6/16/2008,445,Asia
734,Katakit Baby TV,12800000,5243185280,7655050509,169,Music,7/4/2010,1,Asia
735,Typical Gamer,12800000,3948852379,6910491663,3931,Gaming,9/4/2008,20,Europe
736,BBC News,12800000,3841146030,5953776347,16397,News & Politics,11/23/2006,77,Europe
737,PowerfulJRE,12800000,2266640311,3989286947,765,People & Blogs,7/29/2013,6,Asia
738,CookingShooking Hindi,12800000,1609903713,2479251718,393,People & Blogs,2/26/2017,4,Europe
739,Hacksmith,12800000,1343814218,2069473896,745,Science & Technology,6/30/2006,3,Asia
740,Dear Sir,12800000,918548566,1616645476,482,Education,2/21/2016,5,Europe
741,Tsuriki Show,12700000,19472063469,26676726953,1617,Entertainment,6/1/2019,26,Europe
742,NickiMinajAtVEVO,12700000,8367047990,10626150947,93,Music,3/17/2010,1,Asia
743,Like Nastya Stories,12700000,6055781883,11808774672,389,Entertainment,4/5/2019,6,Asia
744,Top Viral Talent,12700000,6503369315,12161300619,2282,Entertainment,9/30/2014,19,Asia
745,Jazzghost,12700000,4639145138,5752539971,5111,Gaming,5/9/2012,35,Europe
746,Ei Nerd,12700000,3207538507,5998097008,5219,Entertainment,2/4/2013,38,Europe
747,#RefÃºgio Mental,12700000,2582093496,3821498374,758,Entertainment,9/5/2013,6,Europe
748,Ø£ØªØ±Ùˆ/Atro,12700000,2138416538,2737173169,1544,Gaming,12/21/2017,20,Asia
749,Ami Rodriguez,12600000,1986603595,3039503500,358,Entertainment,5/4/2009,2,Europe
750,That Little Puff,12600000,10768365983,16906334593,542,Pets & Animals,11/13/2020,12,Asia
751,Hungria Hip Hop,12600000,3960601978,7881597936,44,Music,7/8/2013,0,Europe
752,BBC,12600000,8830704358,11568222709,12973,Pets & Animals,10/22/2005,57,Europe
753,Lady Diana,12600000,7265803610,8573648260,1273,Entertainment,9/11/2016,13,Europe
754,T-Series Regional,12600000,5169203026,7133500176,15573,Entertainment,7/2/2011,99,Asia
755,Blossom,12600000,4270306760,6747084681,533,Howto & Style,6/2/2017,6,Europe
756,Crescendo com Luluca,12600000,4241651530,8356053514,1107,Entertainment,7/10/2015,10,Europe
757,7 Minutoz,12600000,3916931694,6737122514,511,Music,9/23/2012,4,Asia
758,TKOR,12600000,3337753407,4505967099,1430,Education,2/3/2010,8,Europe
759,BIBOì™€ ìž¥ë‚œê°,12600000,2875252577,4600404123,152,Entertainment,5/22/2016,2,Europe
760,Veritasium,12600000,1795358843,3285506683,336,Education,7/4/2010,2,Europe
761,Goldmines Premiere,12600000,1629550071,2688757617,530,Entertainment,2/2/2013,4,Asia
762,SAAIHALILINTAR,12600000,1104329570,2186572549,405,Entertainment,11/3/2012,3,Asia
763,Health Time,12600000,978876224,1390004238,1604,Howto & Style,4/20/2016,16,Asia
764,Ja Mill,12500000,1302818088,2006339856,567,People & Blogs,1/17/2016,6,Asia
765,JesseAndMike,12500000,9102860878,12197833577,630,Entertainment,3/8/2007,3,Europe
766,Disney Junior,12500000,11451399743,14657791671,3261,Entertainment,10/29/2008,17,Europe
767,VexTrex,12500000,7198667373,12885614598,3133,Entertainment,4/15/2014,25,Europe
768,Zee Bangla,12500000,5283086890,7554814253,76545,Entertainment,4/19/2008,389,Asia
769,Awakening Music,12500000,4944109812,6377901657,709,Music,1/18/2006,3,Europe
770,Lokdhun Punjabi,12500000,4372757487,8526877100,1399,Music,11/19/2010,8,Asia
771,Parafernalha,12500000,4547822776,6776255936,1498,Entertainment,1/12/2011,9,Europe
772,Rebecca Zamolo,12500000,4747533461,9400116253,856,Comedy,7/11/2011,5,Asia
773,Juliana Baltar,12500000,3211108711,6261661986,1431,Entertainment,12/12/2010,9,Europe
775,gymvirtual,12500000,2352844574,3811608210,1414,Sports,1/8/2010,8,Europe
776,Knowledge Tv à¤¹à¤¿à¤¨à¥à¤¦à¥€,12500000,1446664137,1793863530,1041,People & Blogs,8/3/2014,9,Asia
777,ã‚­ãƒƒã‚ºãƒ©ã‚¤ãƒ³â™¡Kids Line,12400000,10743601694,19445919066,5581,People & Blogs,11/25/2011,36,Asia
778,KOMPASTV,12400000,9025460804,10018261492,225232,News & Politics,1/20/2013,1621,Europe
779,Meghan Trainor,12400000,7312991342,14040943377,89,People & Blogs,12/9/2008,0,Europe
780,Ajay Sharma,12400000,9181398526,11017678231,607,Entertainment,7/15/2012,4,Asia
782,elliegoulding,12400000,6556822629,9966370396,104,Music,10/16/2007,1,Europe
783,Sony Music South,12400000,7036027389,9709717797,1574,Music,10/25/2014,13,Europe
784,karameeshchannel,12400000,8199848915,13037759775,2122,Entertainment,2/4/2012,14,Asia
785,Melon City Show - Ø¨Ø±Ù†Ø§Ù…Ø¬ ÙˆÙ„Ø§ÙŠØ© Ø¨Ø·ÙŠØ®,12400000,5477760778,9366970930,1592,Comedy,9/20/2016,17,Asia
786,DJ Khaled,12400000,6054112231,9504956203,39,Music,12/16/2018,1,Asia
787,Adexe & Nau,12400000,4440271314,6305185266,529,Music,2/18/2013,4,Asia
788,SR Toys Collection,12400000,4007664795,5530577417,984,Entertainment,1/28/2012,7,Asia
789,CaseyNeistat,12400000,3044339760,5845132339,1068,People & Blogs,1/5/2010,6,Europe
790,Talking Angela,12400000,3284897861,3679085604,204,Entertainment,10/25/2014,2,Asia
791,Jordan Matter,12400000,3368183197,4109183500,355,Entertainment,6/27/2006,2,Europe
792,Kabita's Kitchen,12400000,2338362639,3180173189,1234,Howto & Style,1/28/2014,10,Europe
793,LOUD,12400000,2305594041,4542020261,1126,Gaming,8/5/2019,19,Europe
794,Brawl Stars,12400000,1796220780,2245275975,130,Gaming,7/15/2017,2,Europe
795,Piuzinho,12400000,1022959848,1810638931,463,Gaming,4/2/2015,4,Asia
796,People Vs Food,12400000,959616512,1516194089,384,Entertainment,9/26/2013,3,Europe
797,DisneyChannelUK,12300000,11606288094,18686123831,3238,Music,7/29/2007,16,Asia
798,Little Baby Bum en EspaÃ±ol,12300000,6706548354,9523298663,1182,Education,9/10/2014,10,Asia
799,JOJO TV - Hindi Stories,12300000,4679118911,8188458094,925,Education,12/9/2016,10,Asia
800,Troom Troom PT,12300000,4219567300,6329350950,2430,Howto & Style,9/15/2015,23,Europe
801,Peppa Pig em PortuguÃªs Brasil - Canal Oficial,12300000,3807810342,6625589995,1066,Film & Animation,9/24/2014,9,Europe
802,Gibby :),12300000,2761291454,4335227583,203,People & Blogs,4/16/2014,2,Europe
803,Blockbuster Movies,12300000,2286659867,2561059051,344,Entertainment,12/26/2016,4,Europe
805,Come Play With Me,12200000,14390156987,22016940190,367,Entertainment,7/16/2014,3,Europe
806,The Dodo,12200000,7908428418,10280956943,6993,Pets & Animals,1/19/2014,55,Europe
807,Just For Laughs Gags,12200000,7856644944,13749128652,6411,Comedy,10/10/2007,32,Europe
808,Think Music India,12200000,8959285840,10571957291,3931,Music,9/13/2009,22,Asia
809,Ù…Ø§Ø´Ø§ Ùˆ Ø§Ù„Ø¯Ø¨,12200000,6201317137,10976331332,751,Shows,5/22/2017,9,Asia
810,Troom Troom India,12200000,6308397105,10093435368,2070,Howto & Style,6/5/2015,19,Asia
811,HZHtube Kids Fun,12200000,3956552948,7280057424,674,Entertainment,2/28/2015,6,Europe
812,Its JoJo Siwa,12200000,3817813233,5230404129,707,Entertainment,2/23/2015,6,Asia
813,My Mate Nate,12200000,2748616115,3683145594,981,Comedy,6/20/2014,8,Europe
814,Bela BagunÃ§a,12200000,2770979129,4488986189,921,People & Blogs,11/12/2015,9,Europe
815,Mythpat,12200000,2590550091,4403935155,322,Entertainment,1/19/2018,4,Europe
816,GMA News,12100000,10471677314,16649966929,329711,News & Politics,3/20/2007,1570,Europe
817,Future,12100000,8747974258,12334643704,48,Music,7/27/2011,0,Europe
818,Codiscos,12100000,9823385812,11493361400,6967,Music,12/3/2007,35,Asia
819,Jass Records,12100000,5294095545,6988206119,4241,Music,4/4/2014,34,Europe
820,DeGoBooM,12100000,4732355492,9038798990,3062,Gaming,9/21/2014,26,Europe
821,FIFA,12100000,3904515416,6950037440,9589,Sports,11/7/2006,45,Europe
822,MÃ¡s SKabeche,12100000,2746045885,3926845616,632,Travel & Events,7/28/2015,6,Europe
823,Davie504,12100000,2329241574,3051306462,793,Entertainment,9/12/2011,5,Europe
824,Trakin Tech,12100000,1809901493,3076832538,3285,Science & Technology,3/9/2011,20,Asia
825,ChrisBrownVEVO,12000000,12493403632,21488654247,290,Music,12/6/2009,2,Asia
826,Migos ATL,12000000,6370982440,8027437874,100,Music,12/4/2012,1,Europe
827,Lana Del Rey,12000000,5676001571,10500602906,40,Music,12/26/2011,0,Asia
828,DaniRep | +6 VÃ­deos Diarios De GTA 5 Online!,12000000,6447519975,7350172772,10858,Gaming,3/26/2012,73,Asia
829,ÐšÐ¾Ð¼Ð¿Ð¾Ñ‚,12000000,5850856870,8249708187,1863,Gaming,12/21/2013,15,Asia
830,Geo News,12000000,5358131096,6751245181,153929,News & Politics,5/23/2007,740,Europe
831,NDTV,12000000,4510236068,6404535217,126906,Entertainment,8/23/2006,585,Europe
832,NORMAN FAIT DES VIDÃ‰OS,12000000,2681755121,3995815130,205,Comedy,6/4/2011,1,Europe
833,RaptorGamer,12000000,2522809876,3002143752,1207,People & Blogs,10/18/2016,13,Asia
835,Narendra Modi,12000000,2265382511,2514574587,17104,News & Politics,8/7/2007,83,Asia
836,Kylie Jenner,12000000,753341022,979343329,148,People & Blogs,9/12/2015,1,Europe
837,Troom Troom Indonesia,11900000,5012830809,6717193284,1568,People & Blogs,9/4/2019,27,Asia
838,Avril Lavigne,11900000,5636275144,9130765733,140,Music,7/15/2005,1,Europe
839,The Infographics Show,11900000,4349105305,6088747427,3445,Education,12/26/2011,23,Europe
841,Azhan5star,11900000,6371101819,9875207819,365,Entertainment,7/6/2021,10,Asia
842,CHHOTU KI MASTI,11900000,4064045560,6014787429,106,Comedy,12/22/2018,2,Asia
843,Yudist Ardhana,11900000,3925624169,6791329812,2126,Entertainment,1/4/2016,21,Europe
844,Vogue,11900000,3533048715,6854114507,2756,Entertainment,4/6/2008,14,Asia
845,Sonotek Bhakti,11900000,3661572976,5821901032,7428,Entertainment,11/5/2010,45,Asia
846,BanderitaX,11900000,3347502658,4686503721,1474,Gaming,6/8/2013,11,Europe
847,Lulu99,11900000,2140151369,4258901224,496,Entertainment,1/24/2015,4,Asia
848,Planet Earth INDIA,11900000,1722795279,2377457485,630,People & Blogs,10/24/2011,4,Europe
849,colinfurze,11900000,1472027354,2134439663,350,Entertainment,1/13/2006,2,Asia
850,Ice Cream Rolls,11900000,1469047858,2306405137,1528,Entertainment,10/12/2011,10,Europe
851,Yair17,11900000,1248384511,2421865951,962,Gaming,9/11/2014,8,Europe
852,CalvinHarrisVEVO,11800000,13615089843,21647992850,173,Music,9/14/2009,1,Europe
853,Rauw Alejandro,11800000,9232920975,16526928545,114,Music,9/19/2014,1,Europe
854,Jamuna TV,11800000,9144058244,10881429310,84071,News & Politics,3/30/2017,956,Europe
855,MBC Ù…ØµØ±,11800000,7784893932,12845074988,40608,Entertainment,11/15/2012,288,Europe
856,CNCO,11800000,6881836992,11148575927,172,Music,5/11/2015,2,Europe
857,Kids TV India Hindi Nursery Rhymes,11800000,5473328070,8100525544,1185,Shows,5/26/2014,10,Europe
858,DANIEL EL TRAVIESO VIDEOS,11800000,4755190859,8701999272,324,Comedy,10/13/2014,3,Asia
859,Kluna Tik,11800000,4208225754,6480667661,275,Entertainment,6/1/2014,2,Asia
860,MrGear,11800000,3241537148,3565690863,766,Science & Technology,12/8/2015,7,Europe
861,E-MasterSensei,11800000,3235532845,4659167297,1151,Gaming,4/27/2016,12,Europe
862,Timba Vk,11800000,2538254830,2944375603,890,Gaming,4/13/2012,6,Europe
863,MORGENSHTERN,11800000,2085751416,2669761812,131,Music,2/9/2013,1,Asia
865,TommyInnit,11800000,1590238217,2353552561,289,Gaming,2/12/2015,3,Europe
866,Tfue,11800000,1461546183,2470013049,741,Gaming,5/26/2014,6,Asia
867,Bispo Bruno Leonardo,11800000,1882150122,2484438161,3439,Nonprofits & Activism,11/26/2016,37,Asia
868,TsMadaan,11800000,1329092064,2578438604,1687,Howto & Style,6/15/2008,9,Europe
869,EU FICO LOKO,11800000,1190135430,2225553254,1605,Comedy,7/28/2010,9,Asia
870,Technology Gyan,11800000,920996435,1685423476,924,Science & Technology,11/1/2015,9,Asia
872,Wave Music Bhakti,11700000,4770280667,5772039607,19108,Music,4/12/2011,119,Europe
873,FFUNTV,11700000,9325685889,17345775754,364,Gaming,9/12/2018,5,Asia
874,Natti Natasha,11700000,7264301648,9661521192,130,Music,10/5/2015,1,Europe
875,Netflix Jr.,11700000,7314674893,10825718842,1563,Education,1/19/2012,10,Europe
876,Nat and Essie,11700000,6890942780,9233863325,959,Film & Animation,2/21/2015,8,Asia
877,Mor Haryanvi,11700000,5768686721,7499292737,402,Music,4/15/2015,4,Europe
878,Luan Santana,11700000,4908116204,9030933815,371,Music,12/30/2009,2,Europe
879,Koo Koo TV - Hindi,11700000,4265761191,5460174324,927,Education,2/17/2017,10,Asia
880,123 GO!,11700000,4356636895,6099291653,377,People & Blogs,11/13/2019,7,Asia
881,Naz | Ù†Ø§Ø²,11700000,2002897892,2603767260,917,People & Blogs,11/3/2016,10,Asia
882,Rubius Z,11700000,1828200652,2047584730,429,Comedy,5/16/2006,2,Europe
883,emma chamberlain,11700000,1531833342,2052656678,283,Entertainment,10/15/2016,3,Europe
884,Dani Russo Tv,11700000,602060711,764617103,280,Comedy,8/5/2014,2,Europe
885,FrontaL Gaming,11700000,255073454,311189614,108,Gaming,2/17/2015,1,Asia
886,eltrece,11600000,11106097841,15659597956,149786,Entertainment,7/7/2014,1236,Asia
887,Alan Chikin Chow,11600000,11876297990,15676713347,508,Comedy,8/15/2020,11,Europe
888,Ð›ÑƒÐ½Ð¾Ð¼Ð¾ÑÐ¸Ðº,11600000,5052785110,9095013198,460,People & Blogs,1/13/2015,4,Europe
889,Akon,11600000,5289951047,9416112864,37,Music,6/11/2005,0,Asia
890,Halsey,11600000,4412088740,6926979322,51,Music,6/27/2014,0,Europe
891,Republic Bharat,11600000,5041539626,7663140232,49789,News & Politics,12/11/2019,904,Asia
892,SBT,11600000,3375080065,5028869297,25710,Comedy,11/6/2008,135,Europe
893,åŠžå…¬å®¤å°é‡Ž Ms Yeah,11600000,3339092378,4574556558,351,People & Blogs,11/23/2017,4,Asia
894,Morgz,11600000,2723781007,4821092382,735,Gaming,4/26/2014,6,Europe
895,First We Feast,11600000,2485814338,2982977206,819,Howto & Style,5/8/2014,7,Europe
896,P!NK,11500000,7211913487,11394823309,13,Music,1/29/2006,0,Europe
897,YoungBoy Never Broke Again,11500000,11015842469,14430753634,475,Entertainment,12/22/2015,5,Asia
898,TV9 Bharatvarsh,11500000,7314674032,13239559998,193940,People & Blogs,7/25/2018,2697,Europe
899,Wassabi,11500000,4592238139,8357873413,1119,Entertainment,1/5/2006,5,Asia
900,Luli PampÃ­n,11500000,6102648062,11961190202,225,Music,4/2/2012,2,Europe
901,Duo Tiempo De Sol,11500000,5733616887,8313744486,278,Music,7/26/2013,2,Europe
902,Wild 'N Out,11500000,4418589089,7069742542,1267,Entertainment,11/5/2006,6,Asia
903,LipaoGamer,11500000,3837227706,6753520763,10901,Gaming,6/3/2011,69,Europe
904,Make Joke Of,11500000,1832620830,3573610619,42,Comedy,12/3/2017,1,Asia
905,Garena Free Fire LATAM,11500000,1587661793,1873440916,1425,People & Blogs,2/1/2018,18,Europe
906,Hero Movies 2022,11500000,1418615214,1929316691,329,People & Blogs,6/21/2017,4,Asia
907,YtCrash,11400000,3825084,6043633,1,Education,7/12/2015,0,Asia
908,infobells - Kannada,11400000,5209512047,10419024094,353,Education,8/28/2014,3,Europe
909,Black Eyed Peas,11400000,9492696997,11486163366,39,Music,4/10/2007,0,Asia
910,Annoying Orange,11400000,7893769128,13735158283,1861,Shows,9/3/2010,11,Asia
911,ì›ƒì›ƒTwinsFromRussia,11400000,7802486828,14356575764,3589,People & Blogs,4/28/2011,22,Europe
912,Biper y sus Amigos,11400000,4991697738,8136467313,119,Music,10/30/2012,1,Europe
913,Vy Qwaint,11400000,5409544753,10386325926,528,Howto & Style,9/4/2014,4,Asia
914,ÐœÐ°ÑˆÐ° Ñ‚Ð° Ð’ÐµÐ´Ð¼Ñ–Ð´ÑŒ,11400000,4942306057,5930767268,994,Shows,8/20/2014,8,Asia
915,MC Divertida,11400000,4440911293,7771594763,347,Entertainment,5/29/2018,5,Europe
916,BBC Earth,11400000,4069124046,7487188245,2248,Pets & Animals,9/5/2009,12,Asia
917,CrazyRussianHacker,11400000,3011607663,3373000583,1970,Science & Technology,1/21/2012,13,Asia
918,ExpCaseros,11400000,2515501575,2842516780,1023,Howto & Style,9/22/2012,7,Asia
